akd_recno;akd_lote;akd_data;akd_valor;akd_xdoc;akd_xnumap;akd_conta_referencia;akd_historico
2418921;0000209821;20260211;21.84;SD210409;;4121020097;ISS NOTA FISCAL 000005283
2418923;0000209821;20260211;82.98;SD210409;;4121020098;COFINS NOTA FISCAL 000005283
2418924;0000209821;20260211;82.98;SD210409;;4121020098;COFINS NOTA FISCAL 000005283
2418925;0000209821;20260211;82.98;SD210409;;4121020098;COFINS NOTA FISCAL 000005283
2418929;0000209822;20260211;21.84;SD210410;;4121020097;ISS NOTA FISCAL 000005284
2418930;0000209822;20260211;21.84;SD210410;;4121020097;ISS NOTA FISCAL 000005284
2418931;0000209822;20260211;21.84;SD210410;;4121020097;ISS NOTA FISCAL 000005284
2418933;0000209822;20260211;82.98;SD210410;;4121020098;COFINS NOTA FISCAL 000005284
2418934;0000209822;20260211;82.98;SD210410;;4121020098;COFINS NOTA FISCAL 000005284
2418935;0000209822;20260211;82.98;SD210410;;4121020098;COFINS NOTA FISCAL 000005284
2418939;0000209823;20260211;21.84;SD210411;;4121020097;ISS NOTA FISCAL 000005285
2418940;0000209823;20260211;21.84;SD210411;;4121020097;ISS NOTA FISCAL 000005285
2418941;0000209823;20260211;21.84;SD210411;;4121020097;ISS NOTA FISCAL 000005285
2418943;0000209823;20260211;82.98;SD210411;;4121020098;COFINS NOTA FISCAL 000005285
2418944;0000209823;20260211;82.98;SD210411;;4121020098;COFINS NOTA FISCAL 000005285
2418945;0000209823;20260211;82.98;SD210411;;4121020098;COFINS NOTA FISCAL 000005285
2418949;0000209824;20260211;21.84;SD210412;;4121020097;ISS NOTA FISCAL 000005286
2418950;0000209824;20260211;21.84;SD210412;;4121020097;ISS NOTA FISCAL 000005286
2418951;0000209824;20260211;21.84;SD210412;;4121020097;ISS NOTA FISCAL 000005286
2418953;0000209824;20260211;82.98;SD210412;;4121020098;COFINS NOTA FISCAL 000005286
2418954;0000209824;20260211;82.98;SD210412;;4121020098;COFINS NOTA FISCAL 000005286
2418955;0000209824;20260211;82.98;SD210412;;4121020098;COFINS NOTA FISCAL 000005286
2418959;0000209825;20260211;10.92;SD210413;;4121020097;ISS NOTA FISCAL 000005287
2418960;0000209825;20260211;10.92;SD210413;;4121020097;ISS NOTA FISCAL 000005287
2418961;0000209825;20260211;10.92;SD210413;;4121020097;ISS NOTA FISCAL 000005287
2418963;0000209825;20260211;41.49;SD210413;;4121020098;COFINS NOTA FISCAL 000005287
2418964;0000209825;20260211;41.49;SD210413;;4121020098;COFINS NOTA FISCAL 000005287
2418965;0000209825;20260211;41.49;SD210413;;4121020098;COFINS NOTA FISCAL 000005287
2418971;0000209828;20260211;10.92;SD210414;;4121020097;ISS NOTA FISCAL 000005288
2418972;0000209828;20260211;10.92;SD210414;;4121020097;ISS NOTA FISCAL 000005288
2418973;0000209828;20260211;10.92;SD210414;;4121020097;ISS NOTA FISCAL 000005288
2418975;0000209828;20260211;41.49;SD210414;;4121020098;COFINS NOTA FISCAL 000005288
2418976;0000209828;20260211;41.49;SD210414;;4121020098;COFINS NOTA FISCAL 000005288
2418977;0000209828;20260211;41.49;SD210414;;4121020098;COFINS NOTA FISCAL 000005288
2418983;0000209830;20260211;21.84;SD210415;;4121020097;ISS NOTA FISCAL 000005289
2418984;0000209830;20260211;21.84;SD210415;;4121020097;ISS NOTA FISCAL 000005289
2418985;0000209830;20260211;21.84;SD210415;;4121020097;ISS NOTA FISCAL 000005289
2418987;0000209830;20260211;82.98;SD210415;;4121020098;COFINS NOTA FISCAL 000005289
2418988;0000209830;20260211;82.98;SD210415;;4121020098;COFINS NOTA FISCAL 000005289
2418989;0000209830;20260211;82.98;SD210415;;4121020098;COFINS NOTA FISCAL 000005289
2419145;0000209879;20260211;353161.64;SD210416;;4121020001;NOTA FISCAL 000005290
2419147;0000209879;20260211;17658.08;SD210416;;4121020097;ISS NOTA FISCAL 000005290
2419148;0000209879;20260211;17658.08;SD210416;;4121020097;ISS NOTA FISCAL 000005290
2419149;0000209879;20260211;17658.08;SD210416;;4121020097;ISS NOTA FISCAL 000005290
2419151;0000209879;20260211;26840.28;SD210416;;4121020098;COFINS NOTA FISCAL 000005290
2419152;0000209879;20260211;26840.28;SD210416;;4121020098;COFINS NOTA FISCAL 000005290
2419153;0000209879;20260211;26840.28;SD210416;;4121020098;COFINS NOTA FISCAL 000005290
2421792;0000210697;20260211;22692.56;SD22959;;4121020004;000006231-CONTRAPARTIDA A PARTICIPAÇÃO NA FEIRA ANUGA 2021
2421793;0000210697;20260211;22692.56;SD22959;;4121020004;000006231-CONTRAPARTIDA A PARTICIPAÇÃO NA FEIRA ANUGA 2021
2420369;0000210335;20260214;69.95;SD210417;;4121020097;ISS NOTA FISCAL 000005291
2420370;0000210335;20260214;69.95;SD210417;;4121020097;ISS NOTA FISCAL 000005291
2420371;0000210335;20260214;69.95;SD210417;;4121020097;ISS NOTA FISCAL 000005291
2420373;0000210335;20260214;265.80;SD210417;;4121020098;COFINS NOTA FISCAL 000005291
2420374;0000210335;20260214;265.80;SD210417;;4121020098;COFINS NOTA FISCAL 000005291
2420375;0000210335;20260214;265.80;SD210417;;4121020098;COFINS NOTA FISCAL 000005291
2420379;0000210336;20260214;69.95;SD210418;;4121020097;ISS NOTA FISCAL 000005292
2420380;0000210336;20260214;69.95;SD210418;;4121020097;ISS NOTA FISCAL 000005292
2420381;0000210336;20260214;69.95;SD210418;;4121020097;ISS NOTA FISCAL 000005292
2420383;0000210336;20260214;265.80;SD210418;;4121020098;COFINS NOTA FISCAL 000005292
2420384;0000210336;20260214;265.80;SD210418;;4121020098;COFINS NOTA FISCAL 000005292
2420385;0000210336;20260214;265.80;SD210418;;4121020098;COFINS NOTA FISCAL 000005292
2420389;0000210337;20260214;3.06;SD210419;;4121020097;ISS NOTA FISCAL 000005293
2420390;0000210337;20260214;3.06;SD210419;;4121020097;ISS NOTA FISCAL 000005293
2420391;0000210337;20260214;3.06;SD210419;;4121020097;ISS NOTA FISCAL 000005293
2420393;0000210337;20260214;11.61;SD210419;;4121020098;COFINS NOTA FISCAL 000005293
2420394;0000210337;20260214;11.61;SD210419;;4121020098;COFINS NOTA FISCAL 000005293
2420395;0000210337;20260214;11.61;SD210419;;4121020098;COFINS NOTA FISCAL 000005293
2420399;0000210338;20260214;61.91;SD210420;;4121020097;ISS NOTA FISCAL 000005294
2420400;0000210338;20260214;61.91;SD210420;;4121020097;ISS NOTA FISCAL 000005294
2420401;0000210338;20260214;61.91;SD210420;;4121020097;ISS NOTA FISCAL 000005294
2420403;0000210338;20260214;235.25;SD210420;;4121020098;COFINS NOTA FISCAL 000005294
2420404;0000210338;20260214;235.25;SD210420;;4121020098;COFINS NOTA FISCAL 000005294
2420405;0000210338;20260214;235.25;SD210420;;4121020098;COFINS NOTA FISCAL 000005294
2420409;0000210339;20260214;80.40;SD210421;;4121020097;ISS NOTA FISCAL 000005295
2420410;0000210339;20260214;80.40;SD210421;;4121020097;ISS NOTA FISCAL 000005295
2420411;0000210339;20260214;80.40;SD210421;;4121020097;ISS NOTA FISCAL 000005295
2420413;0000210339;20260214;305.52;SD210421;;4121020098;COFINS NOTA FISCAL 000005295
2420414;0000210339;20260214;305.52;SD210421;;4121020098;COFINS NOTA FISCAL 000005295
2420415;0000210339;20260214;305.52;SD210421;;4121020098;COFINS NOTA FISCAL 000005295
2420419;0000210340;20260214;15.28;SD210422;;4121020097;ISS NOTA FISCAL 000005296
2420420;0000210340;20260214;15.28;SD210422;;4121020097;ISS NOTA FISCAL 000005296
2420421;0000210340;20260214;15.28;SD210422;;4121020097;ISS NOTA FISCAL 000005296
2420423;0000210340;20260214;58.05;SD210422;;4121020098;COFINS NOTA FISCAL 000005296
2420424;0000210340;20260214;58.05;SD210422;;4121020098;COFINS NOTA FISCAL 000005296
2420425;0000210340;20260214;58.05;SD210422;;4121020098;COFINS NOTA FISCAL 000005296
2420429;0000210341;20260214;69.95;SD210423;;4121020097;ISS NOTA FISCAL 000005297
2420430;0000210341;20260214;69.95;SD210423;;4121020097;ISS NOTA FISCAL 000005297
2420431;0000210341;20260214;69.95;SD210423;;4121020097;ISS NOTA FISCAL 000005297
2420433;0000210341;20260214;265.80;SD210423;;4121020098;COFINS NOTA FISCAL 000005297
2420434;0000210341;20260214;265.80;SD210423;;4121020098;COFINS NOTA FISCAL 000005297
2420435;0000210341;20260214;265.80;SD210423;;4121020098;COFINS NOTA FISCAL 000005297
2420439;0000210342;20260214;80.40;SD210424;;4121020097;ISS NOTA FISCAL 000005298
2420440;0000210342;20260214;80.40;SD210424;;4121020097;ISS NOTA FISCAL 000005298
2420441;0000210342;20260214;80.40;SD210424;;4121020097;ISS NOTA FISCAL 000005298
2420443;0000210342;20260214;305.52;SD210424;;4121020098;COFINS NOTA FISCAL 000005298
2420444;0000210342;20260214;305.52;SD210424;;4121020098;COFINS NOTA FISCAL 000005298
2420445;0000210342;20260214;305.52;SD210424;;4121020098;COFINS NOTA FISCAL 000005298
2420449;0000210343;20260214;30.55;SD210425;;4121020097;ISS NOTA FISCAL 000005299
2420450;0000210343;20260214;30.55;SD210425;;4121020097;ISS NOTA FISCAL 000005299
2420451;0000210343;20260214;30.55;SD210425;;4121020097;ISS NOTA FISCAL 000005299
2420453;0000210343;20260214;116.10;SD210425;;4121020098;COFINS NOTA FISCAL 000005299
2420454;0000210343;20260214;116.10;SD210425;;4121020098;COFINS NOTA FISCAL 000005299
2420455;0000210343;20260214;116.10;SD210425;;4121020098;COFINS NOTA FISCAL 000005299
2420459;0000210344;20260214;15.28;SD210426;;4121020097;ISS NOTA FISCAL 000005300
2420460;0000210344;20260214;15.28;SD210426;;4121020097;ISS NOTA FISCAL 000005300
2420461;0000210344;20260214;15.28;SD210426;;4121020097;ISS NOTA FISCAL 000005300
2420463;0000210344;20260214;58.05;SD210426;;4121020098;COFINS NOTA FISCAL 000005300
2420464;0000210344;20260214;58.05;SD210426;;4121020098;COFINS NOTA FISCAL 000005300
2420465;0000210344;20260214;58.05;SD210426;;4121020098;COFINS NOTA FISCAL 000005300
2420469;0000210345;20260214;61.91;SD210427;;4121020097;ISS NOTA FISCAL 000005301
2420470;0000210345;20260214;61.91;SD210427;;4121020097;ISS NOTA FISCAL 000005301
2420471;0000210345;20260214;61.91;SD210427;;4121020097;ISS NOTA FISCAL 000005301
2420473;0000210345;20260214;235.25;SD210427;;4121020098;COFINS NOTA FISCAL 000005301
2420474;0000210345;20260214;235.25;SD210427;;4121020098;COFINS NOTA FISCAL 000005301
2420475;0000210345;20260214;235.25;SD210427;;4121020098;COFINS NOTA FISCAL 000005301
2420479;0000210346;20260214;80.40;SD210428;;4121020097;ISS NOTA FISCAL 000005302
2420480;0000210346;20260214;80.40;SD210428;;4121020097;ISS NOTA FISCAL 000005302
2420481;0000210346;20260214;80.40;SD210428;;4121020097;ISS NOTA FISCAL 000005302
2420483;0000210346;20260214;305.52;SD210428;;4121020098;COFINS NOTA FISCAL 000005302
2420484;0000210346;20260214;305.52;SD210428;;4121020098;COFINS NOTA FISCAL 000005302
2420485;0000210346;20260214;305.52;SD210428;;4121020098;COFINS NOTA FISCAL 000005302
2420489;0000210347;20260214;69.95;SD210429;;4121020097;ISS NOTA FISCAL 000005303
2420490;0000210347;20260214;69.95;SD210429;;4121020097;ISS NOTA FISCAL 000005303
2420491;0000210347;20260214;69.95;SD210429;;4121020097;ISS NOTA FISCAL 000005303
2420493;0000210347;20260214;265.80;SD210429;;4121020098;COFINS NOTA FISCAL 000005303
2420494;0000210347;20260214;265.80;SD210429;;4121020098;COFINS NOTA FISCAL 000005303
2420495;0000210347;20260214;265.80;SD210429;;4121020098;COFINS NOTA FISCAL 000005303
2420499;0000210348;20260214;69.95;SD210430;;4121020097;ISS NOTA FISCAL 000005304
2420500;0000210348;20260214;69.95;SD210430;;4121020097;ISS NOTA FISCAL 000005304
2420501;0000210348;20260214;69.95;SD210430;;4121020097;ISS NOTA FISCAL 000005304
2420503;0000210348;20260214;265.80;SD210430;;4121020098;COFINS NOTA FISCAL 000005304
2420504;0000210348;20260214;265.80;SD210430;;4121020098;COFINS NOTA FISCAL 000005304
2420505;0000210348;20260214;265.80;SD210430;;4121020098;COFINS NOTA FISCAL 000005304
2420509;0000210349;20260214;15.28;SD210431;;4121020097;ISS NOTA FISCAL 000005305
2420510;0000210349;20260214;15.28;SD210431;;4121020097;ISS NOTA FISCAL 000005305
2420511;0000210349;20260214;15.28;SD210431;;4121020097;ISS NOTA FISCAL 000005305
2420513;0000210349;20260214;58.05;SD210431;;4121020098;COFINS NOTA FISCAL 000005305
2420514;0000210349;20260214;58.05;SD210431;;4121020098;COFINS NOTA FISCAL 000005305
2420515;0000210349;20260214;58.05;SD210431;;4121020098;COFINS NOTA FISCAL 000005305
2420519;0000210350;20260214;61.91;SD210432;;4121020097;ISS NOTA FISCAL 000005306
2420520;0000210350;20260214;61.91;SD210432;;4121020097;ISS NOTA FISCAL 000005306
2420521;0000210350;20260214;61.91;SD210432;;4121020097;ISS NOTA FISCAL 000005306
2420523;0000210350;20260214;235.25;SD210432;;4121020098;COFINS NOTA FISCAL 000005306
2420524;0000210350;20260214;235.25;SD210432;;4121020098;COFINS NOTA FISCAL 000005306
2420525;0000210350;20260214;235.25;SD210432;;4121020098;COFINS NOTA FISCAL 000005306
2420529;0000210351;20260214;80.40;SD210433;;4121020097;ISS NOTA FISCAL 000005307
2420530;0000210351;20260214;80.40;SD210433;;4121020097;ISS NOTA FISCAL 000005307
2420531;0000210351;20260214;80.40;SD210433;;4121020097;ISS NOTA FISCAL 000005307
2420533;0000210351;20260214;305.52;SD210433;;4121020098;COFINS NOTA FISCAL 000005307
2420534;0000210351;20260214;305.52;SD210433;;4121020098;COFINS NOTA FISCAL 000005307
2420535;0000210351;20260214;305.52;SD210433;;4121020098;COFINS NOTA FISCAL 000005307
2420539;0000210352;20260214;7.64;SD210434;;4121020097;ISS NOTA FISCAL 000005308
2420540;0000210352;20260214;7.64;SD210434;;4121020097;ISS NOTA FISCAL 000005308
2420541;0000210352;20260214;7.64;SD210434;;4121020097;ISS NOTA FISCAL 000005308
2420543;0000210352;20260214;29.02;SD210434;;4121020098;COFINS NOTA FISCAL 000005308
2420544;0000210352;20260214;29.02;SD210434;;4121020098;COFINS NOTA FISCAL 000005308
2420545;0000210352;20260214;29.02;SD210434;;4121020098;COFINS NOTA FISCAL 000005308
2420549;0000210353;20260214;80.40;SD210435;;4121020097;ISS NOTA FISCAL 000005309
2420550;0000210353;20260214;80.40;SD210435;;4121020097;ISS NOTA FISCAL 000005309
2420551;0000210353;20260214;80.40;SD210435;;4121020097;ISS NOTA FISCAL 000005309
2420553;0000210353;20260214;305.52;SD210435;;4121020098;COFINS NOTA FISCAL 000005309
2420554;0000210353;20260214;305.52;SD210435;;4121020098;COFINS NOTA FISCAL 000005309
2420555;0000210353;20260214;305.52;SD210435;;4121020098;COFINS NOTA FISCAL 000005309
2420559;0000210354;20260214;69.95;SD210436;;4121020097;ISS NOTA FISCAL 000005310
2420560;0000210354;20260214;69.95;SD210436;;4121020097;ISS NOTA FISCAL 000005310
2420561;0000210354;20260214;69.95;SD210436;;4121020097;ISS NOTA FISCAL 000005310
2420563;0000210354;20260214;265.80;SD210436;;4121020098;COFINS NOTA FISCAL 000005310
2420564;0000210354;20260214;265.80;SD210436;;4121020098;COFINS NOTA FISCAL 000005310
2420565;0000210354;20260214;265.80;SD210436;;4121020098;COFINS NOTA FISCAL 000005310
2420569;0000210355;20260214;30.55;SD210437;;4121020097;ISS NOTA FISCAL 000005311
2420570;0000210355;20260214;30.55;SD210437;;4121020097;ISS NOTA FISCAL 000005311
2420571;0000210355;20260214;30.55;SD210437;;4121020097;ISS NOTA FISCAL 000005311
2420573;0000210355;20260214;116.10;SD210437;;4121020098;COFINS NOTA FISCAL 000005311
2420574;0000210355;20260214;116.10;SD210437;;4121020098;COFINS NOTA FISCAL 000005311
2420575;0000210355;20260214;116.10;SD210437;;4121020098;COFINS NOTA FISCAL 000005311
2420579;0000210356;20260214;15.28;SD210438;;4121020097;ISS NOTA FISCAL 000005312
2420580;0000210356;20260214;15.28;SD210438;;4121020097;ISS NOTA FISCAL 000005312
2420581;0000210356;20260214;15.28;SD210438;;4121020097;ISS NOTA FISCAL 000005312
2420583;0000210356;20260214;58.05;SD210438;;4121020098;COFINS NOTA FISCAL 000005312
2420584;0000210356;20260214;58.05;SD210438;;4121020098;COFINS NOTA FISCAL 000005312
2420585;0000210356;20260214;58.05;SD210438;;4121020098;COFINS NOTA FISCAL 000005312
2420605;0000210363;20260216;66.79;SD210439;;4121020097;ISS NOTA FISCAL 000005313
2420606;0000210363;20260216;66.79;SD210439;;4121020097;ISS NOTA FISCAL 000005313
2420607;0000210363;20260216;66.79;SD210439;;4121020097;ISS NOTA FISCAL 000005313
2420609;0000210363;20260216;253.81;SD210439;;4121020098;COFINS NOTA FISCAL 000005313
2420610;0000210363;20260216;253.81;SD210439;;4121020098;COFINS NOTA FISCAL 000005313
2420611;0000210363;20260216;253.81;SD210439;;4121020098;COFINS NOTA FISCAL 000005313
2420615;0000210364;20260216;33.71;SD210440;;4121020097;ISS NOTA FISCAL 000005314
2420616;0000210364;20260216;33.71;SD210440;;4121020097;ISS NOTA FISCAL 000005314
2420617;0000210364;20260216;33.71;SD210440;;4121020097;ISS NOTA FISCAL 000005314
2420619;0000210364;20260216;128.10;SD210440;;4121020098;COFINS NOTA FISCAL 000005314
2420620;0000210364;20260216;128.10;SD210440;;4121020098;COFINS NOTA FISCAL 000005314
2420621;0000210364;20260216;128.10;SD210440;;4121020098;COFINS NOTA FISCAL 000005314
2420625;0000210365;20260216;67.42;SD210441;;4121020097;ISS NOTA FISCAL 000005315
2420626;0000210365;20260216;67.42;SD210441;;4121020097;ISS NOTA FISCAL 000005315
2420627;0000210365;20260216;67.42;SD210441;;4121020097;ISS NOTA FISCAL 000005315
2420629;0000210365;20260216;256.19;SD210441;;4121020098;COFINS NOTA FISCAL 000005315
2420630;0000210365;20260216;256.19;SD210441;;4121020098;COFINS NOTA FISCAL 000005315
2420631;0000210365;20260216;256.19;SD210441;;4121020098;COFINS NOTA FISCAL 000005315
2420635;0000210366;20260216;273.23;SD210442;;4121020097;ISS NOTA FISCAL 000005316
2420636;0000210366;20260216;273.23;SD210442;;4121020097;ISS NOTA FISCAL 000005316
2420637;0000210366;20260216;273.23;SD210442;;4121020097;ISS NOTA FISCAL 000005316
2420639;0000210366;20260216;1038.26;SD210442;;4121020098;COFINS NOTA FISCAL 000005316
2420640;0000210366;20260216;1038.26;SD210442;;4121020098;COFINS NOTA FISCAL 000005316
2420641;0000210366;20260216;1038.26;SD210442;;4121020098;COFINS NOTA FISCAL 000005316
2420645;0000210367;20260216;13.66;SD210443;;4121020097;ISS NOTA FISCAL 000005317
2420646;0000210367;20260216;13.66;SD210443;;4121020097;ISS NOTA FISCAL 000005317
2420647;0000210367;20260216;13.66;SD210443;;4121020097;ISS NOTA FISCAL 000005317
2420649;0000210367;20260216;51.91;SD210443;;4121020098;COFINS NOTA FISCAL 000005317
2420650;0000210367;20260216;51.91;SD210443;;4121020098;COFINS NOTA FISCAL 000005317
2420651;0000210367;20260216;51.91;SD210443;;4121020098;COFINS NOTA FISCAL 000005317
2420655;0000210368;20260216;67.42;SD210444;;4121020097;ISS NOTA FISCAL 000005318
2420656;0000210368;20260216;67.42;SD210444;;4121020097;ISS NOTA FISCAL 000005318
2420657;0000210368;20260216;67.42;SD210444;;4121020097;ISS NOTA FISCAL 000005318
2420659;0000210368;20260216;256.19;SD210444;;4121020098;COFINS NOTA FISCAL 000005318
2420660;0000210368;20260216;256.19;SD210444;;4121020098;COFINS NOTA FISCAL 000005318
2420661;0000210368;20260216;256.19;SD210444;;4121020098;COFINS NOTA FISCAL 000005318
2420665;0000210369;20260216;136.61;SD210445;;4121020097;ISS NOTA FISCAL 000005319
2420666;0000210369;20260216;136.61;SD210445;;4121020097;ISS NOTA FISCAL 000005319
2420667;0000210369;20260216;136.61;SD210445;;4121020097;ISS NOTA FISCAL 000005319
2420669;0000210369;20260216;519.13;SD210445;;4121020098;COFINS NOTA FISCAL 000005319
2420670;0000210369;20260216;519.13;SD210445;;4121020098;COFINS NOTA FISCAL 000005319
2420671;0000210369;20260216;519.13;SD210445;;4121020098;COFINS NOTA FISCAL 000005319
2420675;0000210370;20260216;354.84;SD210446;;4121020097;ISS NOTA FISCAL 000005320
2420676;0000210370;20260216;354.84;SD210446;;4121020097;ISS NOTA FISCAL 000005320
2420677;0000210370;20260216;354.84;SD210446;;4121020097;ISS NOTA FISCAL 000005320
2420679;0000210370;20260216;1348.39;SD210446;;4121020098;COFINS NOTA FISCAL 000005320
2420680;0000210370;20260216;1348.39;SD210446;;4121020098;COFINS NOTA FISCAL 000005320
2420681;0000210370;20260216;1348.39;SD210446;;4121020098;COFINS NOTA FISCAL 000005320
2420685;0000210371;20260216;134.84;SD210447;;4121020097;ISS NOTA FISCAL 000005321
2420686;0000210371;20260216;134.84;SD210447;;4121020097;ISS NOTA FISCAL 000005321
2420687;0000210371;20260216;134.84;SD210447;;4121020097;ISS NOTA FISCAL 000005321
2420689;0000210371;20260216;512.39;SD210447;;4121020098;COFINS NOTA FISCAL 000005321
2420690;0000210371;20260216;512.39;SD210447;;4121020098;COFINS NOTA FISCAL 000005321
2420691;0000210371;20260216;512.39;SD210447;;4121020098;COFINS NOTA FISCAL 000005321
2420695;0000210372;20260216;33.71;SD210448;;4121020097;ISS NOTA FISCAL 000005322
2420696;0000210372;20260216;33.71;SD210448;;4121020097;ISS NOTA FISCAL 000005322
2420697;0000210372;20260216;33.71;SD210448;;4121020097;ISS NOTA FISCAL 000005322
2420699;0000210372;20260216;128.10;SD210448;;4121020098;COFINS NOTA FISCAL 000005322
2420700;0000210372;20260216;128.10;SD210448;;4121020098;COFINS NOTA FISCAL 000005322
2420701;0000210372;20260216;128.10;SD210448;;4121020098;COFINS NOTA FISCAL 000005322
2420705;0000210373;20260216;308.71;SD210449;;4121020097;ISS NOTA FISCAL 000005323
2420706;0000210373;20260216;308.71;SD210449;;4121020097;ISS NOTA FISCAL 000005323
2420707;0000210373;20260216;308.71;SD210449;;4121020097;ISS NOTA FISCAL 000005323
2420709;0000210373;20260216;1173.10;SD210449;;4121020098;COFINS NOTA FISCAL 000005323
2420710;0000210373;20260216;1173.10;SD210449;;4121020098;COFINS NOTA FISCAL 000005323
2420711;0000210373;20260216;1173.10;SD210449;;4121020098;COFINS NOTA FISCAL 000005323
2420715;0000210374;20260216;308.71;SD210450;;4121020097;ISS NOTA FISCAL 000005324
2420716;0000210374;20260216;308.71;SD210450;;4121020097;ISS NOTA FISCAL 000005324
2420717;0000210374;20260216;308.71;SD210450;;4121020097;ISS NOTA FISCAL 000005324
2420719;0000210374;20260216;1173.10;SD210450;;4121020098;COFINS NOTA FISCAL 000005324
2420720;0000210374;20260216;1173.10;SD210450;;4121020098;COFINS NOTA FISCAL 000005324
2420721;0000210374;20260216;1173.10;SD210450;;4121020098;COFINS NOTA FISCAL 000005324
2420725;0000210375;20260216;67.42;SD210451;;4121020097;ISS NOTA FISCAL 000005325
2420726;0000210375;20260216;67.42;SD210451;;4121020097;ISS NOTA FISCAL 000005325
2420727;0000210375;20260216;67.42;SD210451;;4121020097;ISS NOTA FISCAL 000005325
2420729;0000210375;20260216;256.19;SD210451;;4121020098;COFINS NOTA FISCAL 000005325
2420730;0000210375;20260216;256.19;SD210451;;4121020098;COFINS NOTA FISCAL 000005325
2420731;0000210375;20260216;256.19;SD210451;;4121020098;COFINS NOTA FISCAL 000005325
2420735;0000210376;20260216;273.23;SD210452;;4121020097;ISS NOTA FISCAL 000005326
2420736;0000210376;20260216;273.23;SD210452;;4121020097;ISS NOTA FISCAL 000005326
2420737;0000210376;20260216;273.23;SD210452;;4121020097;ISS NOTA FISCAL 000005326
2420739;0000210376;20260216;1038.26;SD210452;;4121020098;COFINS NOTA FISCAL 000005326
2420740;0000210376;20260216;1038.26;SD210452;;4121020098;COFINS NOTA FISCAL 000005326
2420741;0000210376;20260216;1038.26;SD210452;;4121020098;COFINS NOTA FISCAL 000005326
2420745;0000210377;20260216;308.71;SD210453;;4121020097;ISS NOTA FISCAL 000005327
2420746;0000210377;20260216;308.71;SD210453;;4121020097;ISS NOTA FISCAL 000005327
2420747;0000210377;20260216;308.71;SD210453;;4121020097;ISS NOTA FISCAL 000005327
2420749;0000210377;20260216;1173.10;SD210453;;4121020098;COFINS NOTA FISCAL 000005327
2420750;0000210377;20260216;1173.10;SD210453;;4121020098;COFINS NOTA FISCAL 000005327
2420751;0000210377;20260216;1173.10;SD210453;;4121020098;COFINS NOTA FISCAL 000005327
2420755;0000210378;20260216;154.35;SD210454;;4121020097;ISS NOTA FISCAL 000005328
2420756;0000210378;20260216;154.35;SD210454;;4121020097;ISS NOTA FISCAL 000005328
2420757;0000210378;20260216;154.35;SD210454;;4121020097;ISS NOTA FISCAL 000005328
2420759;0000210378;20260216;586.55;SD210454;;4121020098;COFINS NOTA FISCAL 000005328
2420760;0000210378;20260216;586.55;SD210454;;4121020098;COFINS NOTA FISCAL 000005328
2420761;0000210378;20260216;586.55;SD210454;;4121020098;COFINS NOTA FISCAL 000005328
2420765;0000210379;20260216;136.61;SD210455;;4121020097;ISS NOTA FISCAL 000005329
2420766;0000210379;20260216;136.61;SD210455;;4121020097;ISS NOTA FISCAL 000005329
2420767;0000210379;20260216;136.61;SD210455;;4121020097;ISS NOTA FISCAL 000005329
2420769;0000210379;20260216;519.13;SD210455;;4121020098;COFINS NOTA FISCAL 000005329
2420770;0000210379;20260216;519.13;SD210455;;4121020098;COFINS NOTA FISCAL 000005329
2420771;0000210379;20260216;519.13;SD210455;;4121020098;COFINS NOTA FISCAL 000005329
2420775;0000210380;20260216;354.84;SD210456;;4121020097;ISS NOTA FISCAL 000005330
2420776;0000210380;20260216;354.84;SD210456;;4121020097;ISS NOTA FISCAL 000005330
2420777;0000210380;20260216;354.84;SD210456;;4121020097;ISS NOTA FISCAL 000005330
2420779;0000210380;20260216;1348.39;SD210456;;4121020098;COFINS NOTA FISCAL 000005330
2420780;0000210380;20260216;1348.39;SD210456;;4121020098;COFINS NOTA FISCAL 000005330
2420781;0000210380;20260216;1348.39;SD210456;;4121020098;COFINS NOTA FISCAL 000005330
2420785;0000210381;20260216;30.87;SD210457;;4121020097;ISS NOTA FISCAL 000005331
2420786;0000210381;20260216;30.87;SD210457;;4121020097;ISS NOTA FISCAL 000005331
2420787;0000210381;20260216;30.87;SD210457;;4121020097;ISS NOTA FISCAL 000005331
2420789;0000210381;20260216;117.31;SD210457;;4121020098;COFINS NOTA FISCAL 000005331
2420790;0000210381;20260216;117.31;SD210457;;4121020098;COFINS NOTA FISCAL 000005331
2420791;0000210381;20260216;117.31;SD210457;;4121020098;COFINS NOTA FISCAL 000005331
2420795;0000210382;20260216;273.23;SD210458;;4121020097;ISS NOTA FISCAL 000005332
2420796;0000210382;20260216;273.23;SD210458;;4121020097;ISS NOTA FISCAL 000005332
2420797;0000210382;20260216;273.23;SD210458;;4121020097;ISS NOTA FISCAL 000005332
2420799;0000210382;20260216;1038.26;SD210458;;4121020098;COFINS NOTA FISCAL 000005332
2420800;0000210382;20260216;1038.26;SD210458;;4121020098;COFINS NOTA FISCAL 000005332
2420801;0000210382;20260216;1038.26;SD210458;;4121020098;COFINS NOTA FISCAL 000005332
2420815;0000210384;20260216;67.42;SD210460;;4121020097;ISS NOTA FISCAL 000005334
2420816;0000210384;20260216;67.42;SD210460;;4121020097;ISS NOTA FISCAL 000005334
2420817;0000210384;20260216;67.42;SD210460;;4121020097;ISS NOTA FISCAL 000005334
