akd_recno;ct2_recno;confidence;score;akd_lote;ct2_lote;reasons;text_similarity;token_overlap;akd_xdoc;ct2_xdoc;akd_xnumap;ct2_xdocum;akd_data;ct2_data;ct2_hist;akd_valor;ct2_valor;akd_debito;akd_credito;ct2_debito;ct2_credito;akd_conta_referencia;ct2_centro_debito;ct2_centro_credito;akd_historico_base;ct2_historico
2412516;2098107;muito_forte;223;0000207975;008850;valor|xnumap_xdocum|doc9_chave_key:000039266|doc_extra_2:0000321793|competencia|cc|tokens_8+|texto_070;0.7971;10;SE2517174;SE5242708;0000321793;0000321793;20260127;20260127;PGTO S/ TITULO 000039266-HQ DO BRASIL ADMINISTRACAO DE BENS E SER-CONTRATAÇÃO DE SERVIÇO DE LOCAÇÃO DE ESPAÇO DE ESCRITÓRIO COMPARTILHADO PARA INSTALAÇÃO DO ESCRITÓRI;153.00;153.00;;;;1112010002;3123010001;;06030403;000039266-CONTRATAÇÃO DE SERVIÇO DE LOCAÇÃO DE ESPAÇO DE ESCRITÓRIO COMPARTILHADO PARA INSTALAÇÃO DO ESCRITÓRI;PGTO S/ TITULO 000039266-HQ DO BRASIL ADMINISTRACAO DE BENS E SER-CONTRATAÇÃO DE SERVIÇO DE LOCAÇÃO DE ESPAÇO DE ESCRITÓRIO COMPARTILHADO PARA INSTALAÇÃO DO ESCRITÓRI
2406066;2097475;muito_forte;223;0000206477;008850;valor|xnumap_xdocum|doc9_chave_key:000000002|doc_extra_2:0000321151|competencia|cc|tokens_8+|texto_070;0.7857;10;SE2513692;SE5241417;0000321151;0000321151;20260115;20260115;PGTO S/ TITULO 000000002-LUME CONSULTORIA E EVENTOS EMPRESARIAIS LTDA-REALIZAR PREPARAÇÃO TÉCNICA E ORIENTAÇÃO EM TEMAS DE PROMOÇÃO COMERCIAL INTERNACIONAL E EXPORTAÇÃO P;3298.60;3298.60;;;2111010001;;3124010008;06020902;;000000002-REALIZAR PREPARAÇÃO TÉCNICA E ORIENTAÇÃO EM TEMAS DE PROMOÇÃO COMERCIAL INTERNACIONAL E EXPORTAÇÃO P;PGTO S/ TITULO 000000002-LUME CONSULTORIA E EVENTOS EMPRESARIAIS LTDA-REALIZAR PREPARAÇÃO TÉCNICA E ORIENTAÇÃO EM TEMAS DE PROMOÇÃO COMERCIAL INTERNACIONAL E EXPORTAÇÃO P
2406060;2097469;muito_forte;223;0000206474;008850;valor|xnumap_xdocum|doc9_chave_key:000043122|doc_extra_2:0000321140|competencia|cc|tokens_8+|texto_070;0.7746;10;SE2513644;SE5241414;0000321140;0000321140;20260115;20260115;PGTO S/ TITULO 000043122-AMPLA SERVIÇOS DE PROPAGANDA E PUBLICIDADE LTDA.-PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DIGITAL, EM CONFORMIDADE COM AS ESPECIFICAÇÕES CONTIDAS NO PROJ;1408.00;1408.00;;;2111010001;;3112010007;06011105;;000043122-PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DIGITAL, EM CONFORMIDADE COM AS ESPECIFICAÇÕES CONTIDAS NO PROJ;PGTO S/ TITULO 000043122-AMPLA SERVIÇOS DE PROPAGANDA E PUBLICIDADE LTDA.-PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DIGITAL, EM CONFORMIDADE COM AS ESPECIFICAÇÕES CONTIDAS NO PROJ
2406061;2097470;muito_forte;223;0000206474;008850;valor|xnumap_xdocum|doc9_chave_key:000043122|doc_extra_2:0000321140|competencia|cc|tokens_8+|texto_070;0.7746;10;SE2513644;SE5241414;0000321140;0000321140;20260115;20260115;PGTO S/ TITULO 000043122-AMPLA SERVIÇOS DE PROPAGANDA E PUBLICIDADE LTDA.-PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DIGITAL, EM CONFORMIDADE COM AS ESPECIFICAÇÕES CONTIDAS NO PROJ;1408.00;1408.00;;;;1112010002;3112010007;;06011105;000043122-PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DIGITAL, EM CONFORMIDADE COM AS ESPECIFICAÇÕES CONTIDAS NO PROJ;PGTO S/ TITULO 000043122-AMPLA SERVIÇOS DE PROPAGANDA E PUBLICIDADE LTDA.-PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DIGITAL, EM CONFORMIDADE COM AS ESPECIFICAÇÕES CONTIDAS NO PROJ
2406062;2097471;muito_forte;223;0000206475;008850;valor|xnumap_xdocum|doc9_chave_key:000043121|doc_extra_2:0000321141|competencia|cc|tokens_8+|texto_070;0.7746;10;SE2513667;SE5241415;0000321141;0000321141;20260115;20260115;PGTO S/ TITULO 000043121-AMPLA SERVIÇOS DE PROPAGANDA E PUBLICIDADE LTDA.-PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DIGITAL, EM CONFORMIDADE COM AS ESPECIFICAÇÕES CONTIDAS NO PROJ;20343.76;20343.76;;;2111010001;;3112010007;06011105;;000043121-PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DIGITAL, EM CONFORMIDADE COM AS ESPECIFICAÇÕES CONTIDAS NO PROJ;PGTO S/ TITULO 000043121-AMPLA SERVIÇOS DE PROPAGANDA E PUBLICIDADE LTDA.-PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DIGITAL, EM CONFORMIDADE COM AS ESPECIFICAÇÕES CONTIDAS NO PROJ
2406063;2097472;muito_forte;223;0000206475;008850;valor|xnumap_xdocum|doc9_chave_key:000043121|doc_extra_2:0000321141|competencia|cc|tokens_8+|texto_070;0.7746;10;SE2513667;SE5241415;0000321141;0000321141;20260115;20260115;PGTO S/ TITULO 000043121-AMPLA SERVIÇOS DE PROPAGANDA E PUBLICIDADE LTDA.-PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DIGITAL, EM CONFORMIDADE COM AS ESPECIFICAÇÕES CONTIDAS NO PROJ;20343.76;20343.76;;;;1112010002;3112010007;;06011105;000043121-PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DIGITAL, EM CONFORMIDADE COM AS ESPECIFICAÇÕES CONTIDAS NO PROJ;PGTO S/ TITULO 000043121-AMPLA SERVIÇOS DE PROPAGANDA E PUBLICIDADE LTDA.-PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DIGITAL, EM CONFORMIDADE COM AS ESPECIFICAÇÕES CONTIDAS NO PROJ
2406064;2097473;muito_forte;223;0000206476;008850;valor|xnumap_xdocum|doc9_chave_key:000043126|doc_extra_2:0000321180|competencia|cc|tokens_8+|texto_070;0.7746;10;SE2513668;SE5241416;0000321180;0000321180;20260115;20260115;PGTO S/ TITULO 000043126-AMPLA SERVIÇOS DE PROPAGANDA E PUBLICIDADE LTDA.-PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DIGITAL, EM CONFORMIDADE COM AS ESPECIFICAÇÕES CONTIDAS NO PROJ;145465.55;145465.55;;;2111010001;;3112010007;06011105;;000043126-PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DIGITAL, EM CONFORMIDADE COM AS ESPECIFICAÇÕES CONTIDAS NO PROJ;PGTO S/ TITULO 000043126-AMPLA SERVIÇOS DE PROPAGANDA E PUBLICIDADE LTDA.-PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DIGITAL, EM CONFORMIDADE COM AS ESPECIFICAÇÕES CONTIDAS NO PROJ
2406065;2097474;muito_forte;223;0000206476;008850;valor|xnumap_xdocum|doc9_chave_key:000043126|doc_extra_2:0000321180|competencia|cc|tokens_8+|texto_070;0.7746;10;SE2513668;SE5241416;0000321180;0000321180;20260115;20260115;PGTO S/ TITULO 000043126-AMPLA SERVIÇOS DE PROPAGANDA E PUBLICIDADE LTDA.-PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DIGITAL, EM CONFORMIDADE COM AS ESPECIFICAÇÕES CONTIDAS NO PROJ;145465.55;145465.55;;;;1112010002;3112010007;;06011105;000043126-PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DIGITAL, EM CONFORMIDADE COM AS ESPECIFICAÇÕES CONTIDAS NO PROJ;PGTO S/ TITULO 000043126-AMPLA SERVIÇOS DE PROPAGANDA E PUBLICIDADE LTDA.-PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DIGITAL, EM CONFORMIDADE COM AS ESPECIFICAÇÕES CONTIDAS NO PROJ
2417121;2110016;muito_forte;223;0000209381;008850;valor|xnumap_xdocum|doc9_chave_key:000404792|doc_extra_2:0000321782|competencia|cc|tokens_8+|texto_070;0.7627;10;SE2517315;SE5243317;0000321782;0000321782;20260203;20260203;PGTO S/ TITULO 000404792-EMPRESA BRASILEIRA DE CORREIOS E TELEGRA-PAGAMENTO DOS SERVIÇOS PRESTADOS PELA EMPRESA DOS CORREIOS EM DEZ/25 E JAN/2026.;905.51;905.51;;;2111010001;;3123030007;06030402;;000404792-PAGAMENTO DOS SERVIÇOS PRESTADOS PELA EMPRESA DOS CORREIOS EM DEZ/25 E JAN/2026.;PGTO S/ TITULO 000404792-EMPRESA BRASILEIRA DE CORREIOS E TELEGRA-PAGAMENTO DOS SERVIÇOS PRESTADOS PELA EMPRESA DOS CORREIOS EM DEZ/25 E JAN/2026.
2417122;2110017;muito_forte;223;0000209381;008850;valor|xnumap_xdocum|doc9_chave_key:000404792|doc_extra_2:0000321782|competencia|cc|tokens_8+|texto_070;0.7627;10;SE2517315;SE5243317;0000321782;0000321782;20260203;20260203;PGTO S/ TITULO 000404792-EMPRESA BRASILEIRA DE CORREIOS E TELEGRA-PAGAMENTO DOS SERVIÇOS PRESTADOS PELA EMPRESA DOS CORREIOS EM DEZ/25 E JAN/2026.;905.51;905.51;;;;1112010002;3123030007;;06030402;000404792-PAGAMENTO DOS SERVIÇOS PRESTADOS PELA EMPRESA DOS CORREIOS EM DEZ/25 E JAN/2026.;PGTO S/ TITULO 000404792-EMPRESA BRASILEIRA DE CORREIOS E TELEGRA-PAGAMENTO DOS SERVIÇOS PRESTADOS PELA EMPRESA DOS CORREIOS EM DEZ/25 E JAN/2026.
2436855;2127002;muito_forte;223;0000213782;008850;valor|xnumap_xdocum|doc9_chave_key:000014754|doc_extra_2:0000322242|competencia|cc|tokens_8+|texto_070;0.8494;9;SE2526247;SE5247687;0000322242;0000322242;20260313;20260313;PGTO S/ TITULO 000014754-GRI BRAZIL EVENTOS LTDA- PAGAMENTO ATÉ 13/03/2026 DO VALOR DO REAJUSTE DAS ASSINATURAS CLUB PARTNER DO GRI CLUB NO BRASIL (A;7947.70;7947.70;;;2111010001;;3111080001;06020802;;000014754- PAGAMENTO ATÉ 13/03/2026 DO VALOR DO REAJUSTE DAS ASSINATURAS CLUB PARTNER DO GRI CLUB NO BRASIL (A;PGTO S/ TITULO 000014754-GRI BRAZIL EVENTOS LTDA- PAGAMENTO ATÉ 13/03/2026 DO VALOR DO REAJUSTE DAS ASSINATURAS CLUB PARTNER DO GRI CLUB NO BRASIL (A
2436857;2127008;muito_forte;223;0000213783;008850;valor|xnumap_xdocum|doc9_chave_key:000014755|doc_extra_2:0000322243|competencia|cc|tokens_8+|texto_070;0.8494;9;SE2526278;SE5247688;0000322243;0000322243;20260313;20260313;PGTO S/ TITULO 000014755-GRI BRAZIL EVENTOS LTDA-PAGAMENTO ATÉ 13/03/2026 DO VALOR DO REAJUSTE DAS ASSINATURAS CLUB PARTNER DO GRI CLUB NO BRASIL (AG;16122.48;16122.48;;;2111010001;;3111080001;06020802;;000014755-PAGAMENTO ATÉ 13/03/2026 DO VALOR DO REAJUSTE DAS ASSINATURAS CLUB PARTNER DO GRI CLUB NO BRASIL (AG;PGTO S/ TITULO 000014755-GRI BRAZIL EVENTOS LTDA-PAGAMENTO ATÉ 13/03/2026 DO VALOR DO REAJUSTE DAS ASSINATURAS CLUB PARTNER DO GRI CLUB NO BRASIL (AG
2422613;2111638;muito_forte;223;0000210982;008850;valor|xnumap_xdocum|doc9_chave_key:000759133|doc_extra_2:0000321841|competencia|cc|tokens_8+|texto_070;0.8333;9;SE2519733;SE5245120;0000321841;0000321841;20260213;20260213;PGTO S/ TITULO 000759133-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;37111.59;37111.59;;;2111010001;;3123030014;06030702;;000759133-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;PGTO S/ TITULO 000759133-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ
2422614;2111639;muito_forte;223;0000210982;008850;valor|xnumap_xdocum|doc9_chave_key:000759133|doc_extra_2:0000321841|competencia|cc|tokens_8+|texto_070;0.8333;9;SE2519733;SE5245120;0000321841;0000321841;20260213;20260213;PGTO S/ TITULO 000759133-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;37111.59;37111.59;;;;1112010002;3123030014;;06030702;000759133-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;PGTO S/ TITULO 000759133-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ
2422615;2111642;muito_forte;223;0000210983;008850;valor|xnumap_xdocum|doc9_chave_key:000759135|doc_extra_2:0000321878|competencia|cc|tokens_8+|texto_070;0.8333;9;SE2519737;SE5245121;0000321878;0000321878;20260213;20260213;PGTO S/ TITULO 000759135-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;28654.47;28654.47;;;2111010001;;3123030014;06030702;;000759135-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;PGTO S/ TITULO 000759135-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ
2422616;2111643;muito_forte;223;0000210983;008850;valor|xnumap_xdocum|doc9_chave_key:000759135|doc_extra_2:0000321878|competencia|cc|tokens_8+|texto_070;0.8333;9;SE2519737;SE5245121;0000321878;0000321878;20260213;20260213;PGTO S/ TITULO 000759135-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;28654.47;28654.47;;;;1112010002;3123030014;;06030702;000759135-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;PGTO S/ TITULO 000759135-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ
2436835;2126968;muito_forte;223;0000213773;008850;valor|xnumap_xdocum|doc9_chave_key:000765327|doc_extra_2:0000322223|competencia|cc|tokens_8+|texto_070;0.8333;9;SE2525772;SE5247678;0000322223;0000322223;20260313;20260313;PGTO S/ TITULO 000765327-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;37115.49;37115.49;;;2111010001;;3123030014;06030702;;000765327-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;PGTO S/ TITULO 000765327-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ
2436836;2126969;muito_forte;223;0000213773;008850;valor|xnumap_xdocum|doc9_chave_key:000765327|doc_extra_2:0000322223|competencia|cc|tokens_8+|texto_070;0.8333;9;SE2525772;SE5247678;0000322223;0000322223;20260313;20260313;PGTO S/ TITULO 000765327-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;37115.49;37115.49;;;;1112010002;3123030014;;06030702;000765327-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;PGTO S/ TITULO 000765327-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ
2436837;2126970;muito_forte;223;0000213774;008850;valor|xnumap_xdocum|doc9_chave_key:000765482|doc_extra_2:0000322228|competencia|cc|tokens_8+|texto_070;0.8333;9;SE2525773;SE5247679;0000322228;0000322228;20260313;20260313;PGTO S/ TITULO 000765482-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;22580.56;22580.56;;;2111010001;;3123030014;06030702;;000765482-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;PGTO S/ TITULO 000765482-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ
2436838;2126971;muito_forte;223;0000213774;008850;valor|xnumap_xdocum|doc9_chave_key:000765482|doc_extra_2:0000322228|competencia|cc|tokens_8+|texto_070;0.8333;9;SE2525773;SE5247679;0000322228;0000322228;20260313;20260313;PGTO S/ TITULO 000765482-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;22580.56;22580.56;;;;1112010002;3123030014;;06030702;000765482-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;PGTO S/ TITULO 000765482-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ
2405678;2097147;muito_forte;223;0000206336;008850;valor|xnumap_xdocum|doc9_chave_key:000745868|doc_extra_2:0000321149|competencia|cc|tokens_8+|texto_070;0.8333;9;SE2513559;SE5241352;0000321149;0000321149;20260114;20260114;PGTO S/ TITULO 000745868-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;21360.10;21360.10;;;2111010001;;3123030014;06030702;;000745868-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;PGTO S/ TITULO 000745868-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ
2405679;2097148;muito_forte;223;0000206336;008850;valor|xnumap_xdocum|doc9_chave_key:000745868|doc_extra_2:0000321149|competencia|cc|tokens_8+|texto_070;0.8333;9;SE2513559;SE5241352;0000321149;0000321149;20260114;20260114;PGTO S/ TITULO 000745868-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;21360.10;21360.10;;;;1112010002;3123030014;;06030702;000745868-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;PGTO S/ TITULO 000745868-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ
2405680;2097149;muito_forte;223;0000206337;008850;valor|xnumap_xdocum|doc9_chave_key:000750801|doc_extra_2:0000321148|competencia|cc|tokens_8+|texto_070;0.8333;9;SE2513560;SE5241353;0000321148;0000321148;20260114;20260114;PGTO S/ TITULO 000750801-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;37173.07;37173.07;;;2111010001;;3123030014;06030702;;000750801-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;PGTO S/ TITULO 000750801-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ
2405681;2097150;muito_forte;223;0000206337;008850;valor|xnumap_xdocum|doc9_chave_key:000750801|doc_extra_2:0000321148|competencia|cc|tokens_8+|texto_070;0.8333;9;SE2513560;SE5241353;0000321148;0000321148;20260114;20260114;PGTO S/ TITULO 000750801-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;37173.07;37173.07;;;;1112010002;3123030014;;06030702;000750801-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;PGTO S/ TITULO 000750801-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ
2405682;2097151;muito_forte;223;0000206338;008850;valor|xnumap_xdocum|doc9_chave_key:000750804|doc_extra_2:0000321146|competencia|cc|tokens_8+|texto_070;0.8333;9;SE2513561;SE5241354;0000321146;0000321146;20260114;20260114;PGTO S/ TITULO 000750804-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;39728.48;39728.48;;;2111010001;;3123030014;06030702;;000750804-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;PGTO S/ TITULO 000750804-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ
2405683;2097152;muito_forte;223;0000206338;008850;valor|xnumap_xdocum|doc9_chave_key:000750804|doc_extra_2:0000321146|competencia|cc|tokens_8+|texto_070;0.8333;9;SE2513561;SE5241354;0000321146;0000321146;20260114;20260114;PGTO S/ TITULO 000750804-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;39728.48;39728.48;;;;1112010002;3123030014;;06030702;000750804-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;PGTO S/ TITULO 000750804-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ
2412413;2098254;muito_forte;223;0000207925;008850;valor|xnumap_xdocum|doc9_chave_key:000745867|doc_extra_2:0000321150|competencia|cc|tokens_8+|texto_070;0.8333;9;SE2513558;SE5242654;0000321150;0000321150;20260127;20260127;PGTO S/ TITULO 000745867-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;10712.50;10712.50;;;2111010001;;3123030014;06030702;;000745867-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;PGTO S/ TITULO 000745867-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ
2412414;2098255;muito_forte;223;0000207925;008850;valor|xnumap_xdocum|doc9_chave_key:000745867|doc_extra_2:0000321150|competencia|cc|tokens_8+|texto_070;0.8333;9;SE2513558;SE5242654;0000321150;0000321150;20260127;20260127;PGTO S/ TITULO 000745867-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;10712.50;10712.50;;;;1112010002;3123030014;;06030702;000745867-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ;PGTO S/ TITULO 000745867-BRASOFTWARE INFORMATICA LTDA-FORNECIMENTO DE SUBSCRIÇÕES DE LICENÇAS, ATUALIZAÇÕES, UPGRADES (“STEP-UP”), RENOVAÇÕES DE MANUTENÇÃ
